name,release_date,total_tracks,artists,id,name,duration_ms,explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
Taylor Swift,2006-10-24,15,,06HL4z0CvFAxyc27GXpf02,Taylor Swift,203040,false,7zMcNqs55Mxer82bvZFkpg,Teardrops On My Guitar - Radio Single Remix,69,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,audio_features,spotify:track:7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/audio-analysis/7zMcNqs55Mxer82bvZFkpg,4
Love In The Future (Expanded Edition),2013-08-30,20,,5y2Xq6xcjJb2jVM54GHK3t,John Legend,269560,false,3U4isOIWM3VvDubwSI3y7a,All of Me,89,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,4
All the Little Lights,2012-06-29,16,,0gadJ2b9A4SKsB1RFkBb66,Passenger,252733,false,6GmUVqe73u5YRfUUynZK6I,Let Her Go,0,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,audio_features,spotify:track:6GmUVqe73u5YRfUUynZK6I,https://api.spotify.com/v1/tracks/6GmUVqe73u5YRfUUynZK6I,https://api.spotify.com/v1/audio-analysis/6GmUVqe73u5YRfUUynZK6I,4
In The Lonely Hour,2014-01-01,10,,2wY79sveU1sp5g7SokKOiI,Sam Smith,172724,false,5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,0,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,audio_features,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,https://api.spotify.com/v1/tracks/5Db9VIdDsN5yu3Eu7CT0i4,https://api.spotify.com/v1/audio-analysis/5Db9VIdDsN5yu3Eu7CT0i4,4
+,2011-09-09,12,,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,258373,false,1VdZ0vKfR5jneCmWIUAMxK,The A Team,80,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,audio_features,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,4
Grateful,2017-06-22,23,,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,288877,true,1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",70,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,audio_features,spotify:track:1jYiIOC5d6soxkJP81fxq2,https://api.spotify.com/v1/tracks/1jYiIOC5d6soxkJP81fxq2,https://api.spotify.com/v1/audio-analysis/1jYiIOC5d6soxkJP81fxq2,4
,,,,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,,,,,,,,,,,,,,,,,,,,,
,,,,0VRj0yCOv2FXJNP47XQnx5,Quavo,,,,,,,,,,,,,,,,,,,,,
,,,,1anyVhU62p31KFi8MEzkbf,Chance the Rapper,,,,,,,,,,,,,,,,,,,,,
,,,,55Aa2cqylxrFIXC767Z865,Lil Wayne,,,,,,,,,,,,,,,,,,,,,
The 20/20 Experience,2013-03-15,10,,31TPClRtHm23RisEBtV3X7,Justin Timberlake,484147,false,2JZKXgq5zsokN01KWyiY6n,Mirrors,0,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,spotify:track:2JZKXgq5zsokN01KWyiY6n,https://api.spotify.com/v1/tracks/2JZKXgq5zsokN01KWyiY6n,https://api.spotify.com/v1/audio-analysis/2JZKXgq5zsokN01KWyiY6n,4
Teenage Dream: The Complete Confection,2012-03-12,19,,6jJ0s89eD6GaHleKKya26X,Katy Perry,227880,false,4lCv7b86sLynZbXhfScfm2,Firework,77,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,audio_features,spotify:track:4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2,4
÷ (Deluxe),2017-03-03,16,,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,263400,false,0tgVpDi06FyKpA1z0VMD4v,Perfect,90,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,3
Purpose (Deluxe),2015-11-13,19,,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,205680,false,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,82,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,4
Tell Me You Love Me,2017-09-29,12,,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,203760,true,3Du2K5dLzmduCNp6uwuaL0,Sorry Not Sorry,1,0.702,0.635,11,-6.917,0,0.265,0.0223,0,0.283,0.873,144.004,audio_features,spotify:track:3Du2K5dLzmduCNp6uwuaL0,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,4
Stronger (Deluxe Version),2011-10-24,17,,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,221947,false,6D60klaHqbCl9ySc8VcRss,Stronger (What Doesn't Kill You),71,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,audio_features,spotify:track:6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,4
Brett Young EP,2016-01-01,6,,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,224853,false,2dWgzqawzDkBL8QfZw92Ub,In Case You Didn't Know,0,0.596,0.544,10,-7.294,1,0.0315,0.397,0,0.106,0.393,147.976,audio_features,spotify:track:2dWgzqawzDkBL8QfZw92Ub,https://api.spotify.com/v1/tracks/2dWgzqawzDkBL8QfZw92Ub,https://api.spotify.com/v1/audio-analysis/2dWgzqawzDkBL8QfZw92Ub,4
Singles You Up,2017-05-26,1,,77kULmXAQ6vWer7IIHdGzI,Jordan Davis,182693,false,3IPkbTA8KkdDXyWtGkfFXa,Singles You Up,56,0.635,0.903,7,-3.588,1,0.0323,0.0472,0,0.255,0.559,100.08,audio_features,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,https://api.spotify.com/v1/tracks/3IPkbTA8KkdDXyWtGkfFXa,https://api.spotify.com/v1/audio-analysis/3IPkbTA8KkdDXyWtGkfFXa,4
Craving You,2017-03-31,1,,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,227373,false,6zLdXcmvIxnAXpz9sXFnIE,Craving You,0,0.612,0.841,9,-3.795,0,0.0353,0.000907,0,0.37,0.499,104.986,audio_features,spotify:track:6zLdXcmvIxnAXpz9sXFnIE,https://api.spotify.com/v1/tracks/6zLdXcmvIxnAXpz9sXFnIE,https://api.spotify.com/v1/audio-analysis/6zLdXcmvIxnAXpz9sXFnIE,4
,,,,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,,,,,,,,,,,,,,,,,,,,,
All On Me,2017-02-17,1,,2ySHS7UojGu20XfUPaBlyu,Devin Dawson,227573,false,2Nc8Imt04W3ZmcBF8dPQKc,All On Me,0,0.631,0.658,5,-5.313,1,0.0281,0.144,0,0.22,0.7,80.996,audio_features,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,https://api.spotify.com/v1/tracks/2Nc8Imt04W3ZmcBF8dPQKc,https://api.spotify.com/v1/audio-analysis/2Nc8Imt04W3ZmcBF8dPQKc,4
Light It Up,2017-08-23,1,,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,177292,false,6znSbsDDFdBZaiucjUGaWy,Light It Up,0,0.596,0.935,6,-2.794,0,0.0855,0.129,0,0.108,0.678,130.029,audio_features,spotify:track:6znSbsDDFdBZaiucjUGaWy,https://api.spotify.com/v1/tracks/6znSbsDDFdBZaiucjUGaWy,https://api.spotify.com/v1/audio-analysis/6znSbsDDFdBZaiucjUGaWy,4
Life Changes,2017-09-08,14,,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,157080,false,30MM5jWpUmOxtTNd9Ey5LZ,Unforgettable,72,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,audio_features,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ,4
I'll Name the Dogs,2017-09-08,1,,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,183200,false,2n5ZD87XQ2yvIxGjoYbUmZ,I'll Name the Dogs,52,0.47,0.852,4,-5.874,1,0.0933,0.163,0.00000204,0.281,0.773,168.063,audio_features,spotify:track:2n5ZD87XQ2yvIxGjoYbUmZ,https://api.spotify.com/v1/tracks/2n5ZD87XQ2yvIxGjoYbUmZ,https://api.spotify.com/v1/audio-analysis/2n5ZD87XQ2yvIxGjoYbUmZ,4
LANCO - EP,2016-04-15,4,,2lRH2dgU5Kk4Bc5phmII4T,LANCO,222400,false,0kdiUZDcLIFw0Buo9r0Q4z,Greatest Love Story,0,0.665,0.621,10,-8.571,1,0.0524,0.38,0,0.119,0.632,147.975,audio_features,spotify:track:0kdiUZDcLIFw0Buo9r0Q4z,https://api.spotify.com/v1/tracks/0kdiUZDcLIFw0Buo9r0Q4z,https://api.spotify.com/v1/audio-analysis/0kdiUZDcLIFw0Buo9r0Q4z,4
You Broke Up with Me,2017-01-27,1,,7sKxqpSqbIzphAKAhrqvlf,Walker Hayes,197840,false,6UsoV6X96Rox9mfxoz7SFy,You Broke Up with Me,58,0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,audio_features,spotify:track:6UsoV6X96Rox9mfxoz7SFy,https://api.spotify.com/v1/tracks/6UsoV6X96Rox9mfxoz7SFy,https://api.spotify.com/v1/audio-analysis/6UsoV6X96Rox9mfxoz7SFy,4
Kiss Somebody,2017-07-21,1,,6fzQ81ouajOEFqCIB9VwrS,Morgan Evans,212445,false,1mJMD1VIQ7jWTP9DK2zmY0,Kiss Somebody,58,0.492,0.681,6,-7.038,1,0.075,0.143,0,0.199,0.511,178.01,audio_features,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,https://api.spotify.com/v1/tracks/1mJMD1VIQ7jWTP9DK2zmY0,https://api.spotify.com/v1/audio-analysis/1mJMD1VIQ7jWTP9DK2zmY0,4
Brett Young,2017-02-10,12,,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,207187,false,3T6MAweakkNrMYs8jZIWtg,Like I Loved You,68,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,audio_features,spotify:track:3T6MAweakkNrMYs8jZIWtg,https://api.spotify.com/v1/tracks/3T6MAweakkNrMYs8jZIWtg,https://api.spotify.com/v1/audio-analysis/3T6MAweakkNrMYs8jZIWtg,4
The Long Way,2017-05-12,1,,0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,208653,false,1KTLLe980WR4RLKg74Ud6e,The Long Way,39,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.872,audio_features,spotify:track:1KTLLe980WR4RLKg74Ud6e,https://api.spotify.com/v1/tracks/1KTLLe980WR4RLKg74Ud6e,https://api.spotify.com/v1/audio-analysis/1KTLLe980WR4RLKg74Ud6e,4
All Your Fault: Pt. 2,2017-08-11,6,,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,163870,false,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),79,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,4
,,,,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,,,,,,,,,,,,,,,,,,,,,
Getting Over You,2016-10-21,1,,25MYbTsDB9aQ70l6VqNKOR,Jackie Lee,173187,false,4oeGQb7zAVNRkpjjoNHK5K,Getting Over You,0,0.442,0.784,2,-4.001,1,0.0344,0.0527,0,0.0597,0.552,170.139,audio_features,spotify:track:4oeGQb7zAVNRkpjjoNHK5K,https://api.spotify.com/v1/tracks/4oeGQb7zAVNRkpjjoNHK5K,https://api.spotify.com/v1/audio-analysis/4oeGQb7zAVNRkpjjoNHK5K,4
Life Changes,2017-09-08,14,,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,205453,false,0OWZFobGSIW9GrSlQ9C5pc,Marry Me,73,0.333,0.412,3,-8.633,1,0.029,0.0977,0,0.113,0.474,85.028,audio_features,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,4
Kane Brown,2016-12-02,11,,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,188253,false,7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),77,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,audio_features,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,4
,,,,1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,,,,,,,,,,,,,,,,,,,,,
Summer Forever,2015-06-02,12,,1By9QBFnjZAoI83BZppHlt,Billy Currington,234307,false,3I7krC8kr0gFR7P6vInR1I,Do I Make You Wanna,70,0.553,0.747,9,-5.432,1,0.0279,0.106,0,0.154,0.521,90.012,audio_features,spotify:track:3I7krC8kr0gFR7P6vInR1I,https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I,https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I,4
Happens Like That,2017-05-19,1,,4sTFGCigAQIUiEy8wSSQNF,Granger Smith,171493,false,5Zx1zVpDJsNgyY3HvNfsfC,Happens Like That,0,0.557,0.807,7,-5.428,1,0.0825,0.189,0,0.234,0.578,81.045,audio_features,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,https://api.spotify.com/v1/tracks/5Zx1zVpDJsNgyY3HvNfsfC,https://api.spotify.com/v1/audio-analysis/5Zx1zVpDJsNgyY3HvNfsfC,4
We Were That Song,2017-09-10,1,,6VOaUBrKfzd49nIAzjVKmm,Brett Kissel,200280,false,6OUdBkpAQtKyZ74cKukZ9W,We Were That Song,0,0.618,0.911,9,-3.323,1,0.05,0.216,0,0.132,0.501,102.956,audio_features,spotify:track:6OUdBkpAQtKyZ74cKukZ9W,https://api.spotify.com/v1/tracks/6OUdBkpAQtKyZ74cKukZ9W,https://api.spotify.com/v1/audio-analysis/6OUdBkpAQtKyZ74cKukZ9W,4
All Or Nothing,2009-01-01,14,,4pADjHPWyrlAF0FA7joK2H,Jay Sean,212107,false,7LP4Es66zdY7CyjepqmvAg,Down,5,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,audio_features,spotify:track:7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg,4
,,,,55Aa2cqylxrFIXC767Z865,Lil Wayne,,,,,,,,,,,,,,,,,,,,,
Speakerboxxx/The Love Below,2003,40,,1G9G7WwrXka3Z1r7aIDjI7,Outkast,235213,false,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,85,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,4
Never Forget You,2015-09-10,1,,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,213428,false,6WLS56xiRrXjSm9RSdL3zD,Never Forget You,0,0.583,0.732,11,-5.728,0,0.0457,0.00312,0.00000986,0.269,0.276,145.992,audio_features,spotify:track:6WLS56xiRrXjSm9RSdL3zD,https://api.spotify.com/v1/tracks/6WLS56xiRrXjSm9RSdL3zD,https://api.spotify.com/v1/audio-analysis/6WLS56xiRrXjSm9RSdL3zD,4
,,,,7uMh23xWiuR7zsNkuNcm2G,MNEK,,,,,,,,,,,,,,,,,,,,,
"At Night, Alone.",2016-05-06,18,,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,197933,true,1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,76,0.664,0.714,7,-6.645,0,0.111,0.0353,0.00000842,0.0843,0.71,101.969,audio_features,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P,4
,,,,5iNrZmtVMtYev5M9yoWpEq,Seeb,,,,,,,,,,,,,,,,,,,,,
Bangerz (Deluxe Version),2013-10-04,16,,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,221360,false,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,82,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,4
Shower,2014-04-23,1,,4obzFoKoKRHIphyHzJ35G3,Becky G,206167,false,3DmW6y7wTEYHJZlLo1r6XJ,Shower,83,0.699,0.529,2,-7.548,1,0.0487,0.0317,0.0000359,0.285,0.121,119.987,audio_features,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,4
It Ain't Me,2017-02-17,1,,23fqKkggKUBHNkbKtXEls4,Kygo,220781,false,12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),70,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,audio_features,spotify:track:12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs,4
,,,,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,,,,,,,,,,,,,,,,,,,,,
Talk Dirty,2013-09-10,11,,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,217419,false,5KONnBIQ9LqCxyeSPin26k,Trumpets,69,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,audio_features,spotify:track:5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,4
Last Train To Paris,2010-01-01,16,,2QYEvpsWUOjqaYuxDPTCmV,Diddy - Dirty Money,238693,false,6Iocm6VMu6bVNYwiDoyQFW,Coming Home,74,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,audio_features,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,https://api.spotify.com/v1/tracks/6Iocm6VMu6bVNYwiDoyQFW,https://api.spotify.com/v1/audio-analysis/6Iocm6VMu6bVNYwiDoyQFW,4
,,,,4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,,,,,,,,,,,,,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,1,,6MDME20pz9RveH9rEXvrOM,Clean Bandit,251088,false,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),80,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,audio_features,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,4
,,,,3Isy6kedDrgPYoTS1dazA9,Sean Paul,,,,,,,,,,,,,,,,,,,,,
,,,,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,,,,,,,,,,,,,,,,,,,,,
My World 2.0,2010-01-01,10,,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,214240,false,6epn3r7S14KUqlReYr77hA,Baby,85,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,4
,,,,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,,,,,,,,,,,,,,,,,,,,,
Good Girl Gone Bad: Reloaded,2008-06-02,15,,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,275987,false,49FYlytm3dAAraYgpoJZux,Umbrella,86,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,4
,,,,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,,,,,,,,,,,,,,,,,,,,,
Replay,2009-08-11,1,,5tKXB9uuebKE34yowVaU3C,Iyaz,182307,false,5vlEg2fT4cFWAqU5QptIpQ,Replay,77,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,audio_features,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,4
Rokstarr,2010-01-01,11,,6MF9fzBmfXghAz953czmBC,Taio Cruz,203867,false,1DqdF42leyFIzqNDv9CjId,Dynamite,70,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,audio_features,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,4
THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,15,,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,289133,false,4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,53,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,audio_features,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu,4
Some Nights,2012-02-14,11,,5nCi3BB41mBaMH9gfr6Su0,fun.,277040,true,67WTwafOMgegV6ABnBQxcE,Some Nights,75,0.672,0.738,0,-7.045,1,0.0506,0.0178,0.0000675,0.0927,0.392,107.938,audio_features,spotify:track:67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/tracks/67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/audio-analysis/67WTwafOMgegV6ABnBQxcE,4
Partners In Crime,1979-01-01,10,,0TqIPD4IS1w4e30R38B3vj,Rupert Holmes,276493,false,5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),78,0.836,0.509,0,-13.668,1,0.0548,0.467,0.0000041,0.0436,0.949,138.714,audio_features,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/tracks/5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/audio-analysis/5IMtdHjJ1OtkxbGe4zfUxQ,4
United,1967-08-29,12,,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,151667,false,1LeWIs2hP2r5yOQnVuYoI5,Ain't No Mountain High Enough,0,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,audio_features,spotify:track:1LeWIs2hP2r5yOQnVuYoI5,https://api.spotify.com/v1/tracks/1LeWIs2hP2r5yOQnVuYoI5,https://api.spotify.com/v1/audio-analysis/1LeWIs2hP2r5yOQnVuYoI5,4
,,,,75jNCko3SnEMI5gwGqrbb8,Tammi Terrell,,,,,,,,,,,,,,,,,,,,,
All Of You,2011-01-01,12,,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,231213,false,5YTtTbqxUzJHD3CpbNHerP,Brighter Than The Sun,68,0.629,0.793,9,-5.942,1,0.0346,0.00952,0.00000115,0.218,0.588,95.981,audio_features,spotify:track:5YTtTbqxUzJHD3CpbNHerP,https://api.spotify.com/v1/tracks/5YTtTbqxUzJHD3CpbNHerP,https://api.spotify.com/v1/audio-analysis/5YTtTbqxUzJHD3CpbNHerP,4
In My Lifetime,1996-10-29,71,,7mEIug7XUlQHikrFxjTWes,Neil Diamond,201800,false,6l7tK5SsMlN8a9ccgeIkpS,Sweet Caroline - Single Version,0,0.556,0.161,11,-13.944,1,0.0297,0.505,0.0000436,0.28,0.588,126.534,audio_features,spotify:track:6l7tK5SsMlN8a9ccgeIkpS,https://api.spotify.com/v1/tracks/6l7tK5SsMlN8a9ccgeIkpS,https://api.spotify.com/v1/audio-analysis/6l7tK5SsMlN8a9ccgeIkpS,4
Cosmic Thing,1989-06-23,10,,3gdbcIdNypBsYNu3iiCjtN,The B-52's,320680,false,4W4wYHtsrgDiivRASVOINL,Love Shack,75,0.701,0.803,5,-6.786,0,0.0545,0.0544,0.00000154,0.7,0.903,133.608,audio_features,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,4
